identifier	lang_code	language	kind	n_entries	n_canonical	n_extra	sahul_fauna	body_part	kinship_age	time_deixis	weather	dual_clusivity	has_dual	category
rosettaproject_dar_swadesh-1	dar	Dargwa	transcription	215	213	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_dau_swadesh-1	dau	Daju, Dar Sila	transcription	177	165	12	0	2	1	0	0	2	1	core_swadesh
rosettaproject_dax_swadesh-1	dax	Dayi	transcription	261	196	52	5	15	6	3	2	6	1	sahul_extended
rosettaproject_dba_swadesh-1	dba	Bangi Me	transcription	94	88	4	0	1	0	0	0	0	0	core_swadesh
rosettaproject_dbe_swadesh-1	dbe	Dabe	transcription	84	81	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_dbf_swadesh-1	dbf	Edopi	transcription	248	219	24	5	2	0	0	2	2	1	sahul_extended
rosettaproject_dbl_swadesh-1	dbl	Dyirbal	transcription	262	211	23	3	4	3	3	0	3	1	sahul_extended
rosettaproject_ddg_swadesh-1	ddg	Fataluku	transcription	397	329	36	0	9	4	3	0	1	0	extended_worldwide
rosettaproject_ddj_swadesh-1	ddj	Jaru	transcription	222	170	28	3	3	4	3	1	6	1	sahul_extended
rosettaproject_ddo_swadesh-1	ddo	Dido	transcription	117	116	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_dec_swadesh-1	dec	Dagik	transcription	149	135	12	0	4	3	0	0	2	1	extended_worldwide
rosettaproject_ded_swadesh-1	ded	Dedua	transcription	223	208	10	0	1	2	0	0	3	1	lightly_extended
rosettaproject_deg_swadesh-1	deg	Degema	transcription	110	110	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_dei_swadesh-1	dei	Demisa	transcription	131	114	13	2	2	0	0	2	0	0	sahul_extended
rosettaproject_dem_swadesh-1	dem	Dem	transcription	235	213	21	3	6	2	0	2	0	0	sahul_extended
rosettaproject_deu_swadesh-1	deu	German, Standard	transcription	242	240	2	0	1	0	0	0	0	0	core_swadesh
rosettaproject_dev_swadesh-1	dev	Domung	transcription	51	48	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_dge_swadesh-1	dge	Degenan	transcription	51	48	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_dgh_swadesh-1	dgh	Dghwede	transcription	69	68	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_dgz_swadesh-1	dgz	Daga	transcription	278	240	24	0	5	4	4	0	0	0	extended_worldwide
rosettaproject_dhg_swadesh-1	dhg	Dhangu	transcription	634	494	52	5	15	6	3	2	6	1	sahul_extended
rosettaproject_dhu_swadesh-1	dhu	Dhurga	transcription	120	83	21	3	3	1	3	1	6	1	sahul_extended
rosettaproject_dia_swadesh-1	dia	Dia	transcription	126	121	3	0	1	0	0	0	1	0	core_swadesh
rosettaproject_dif_swadesh-1	dif	Dieri	transcription	331	262	39	2	9	4	4	0	6	1	sahul_extended
rosettaproject_dih_swadesh-1	dih	Kumiai	transcription	13	13	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_dim_swadesh-1	dim	Dime	transcription	115	106	9	0	1	1	1	0	0	0	core_swadesh
rosettaproject_djb_swadesh-1	djb	Djinba	transcription	236	180	44	4	15	6	3	2	0	0	sahul_extended
rosettaproject_djd_swadesh-1	djd	Djamindjung	transcription	99	64	10	1	1	1	0	0	6	1	core_swadesh
rosettaproject_dje_swadesh-1	dje	Zarma	transcription	243	200	33	0	9	5	3	1	0	0	extended_worldwide
rosettaproject_dji_swadesh-1	dji	Djinang	transcription	395	320	49	5	15	6	4	2	1	0	sahul_extended
rosettaproject_djj_swadesh-1	djj	Djeebbana	transcription	548	420	56	5	17	6	4	2	6	1	sahul_extended
rosettaproject_djn_swadesh-1	djn	Djauan	transcription	242	183	46	5	14	6	4	2	0	0	sahul_extended
rosettaproject_djr_swadesh-1	djr	Djambarrpuyngu	transcription	29	20	9	2	0	0	0	0	6	1	sahul_extended
rosettaproject_dju_swadesh-1	dju	Kapriman	transcription	167	135	19	4	6	4	0	0	0	0	sahul_extended
rosettaproject_dmc_swadesh-1	dmc	Dimir	transcription	392	319	39	4	12	4	3	2	0	0	sahul_extended
rosettaproject_dmu_swadesh-1	dmu	Tebi	transcription	327	308	7	0	1	0	0	0	1	0	core_swadesh
rosettaproject_dmy_swadesh-1	dmy	Sowari	transcription	450	337	48	3	15	2	4	2	4	1	sahul_extended
rosettaproject_dna_swadesh-1	dna	Dani, Upper Grand Valley	transcription	67	66	1	0	1	0	0	0	0	0	core_swadesh
rosettaproject_dnd_swadesh-1	dnd	Daonda	transcription	176	153	15	1	5	1	0	0	0	0	lightly_extended
rosettaproject_dni_swadesh-1	dni	Dani, Lower Grand Valley	transcription	285	270	9	0	2	2	0	0	0	0	lightly_extended
rosettaproject_dnr_swadesh-1	dnr	Danaru	transcription	374	299	40	4	13	4	3	2	0	0	sahul_extended
rosettaproject_dnt_swadesh-1	dnt	Dani, Mid Grand Valley	transcription	268	242	17	0	7	0	0	0	2	1	lightly_extended
rosettaproject_dnw_swadesh-1	dnw	Dani, Western	transcription	642	571	41	3	11	4	4	2	2	1	sahul_extended
rosettaproject_doa_swadesh-1	doa	Dom	transcription	209	174	16	2	1	3	3	0	1	0	sahul_extended
rosettaproject_dof_swadesh-1	dof	Domu	transcription	146	128	16	1	6	0	1	0	3	1	lightly_extended
rosettaproject_dol_swadesh-1	dol	Doso	transcription	107	100	5	2	2	0	0	0	0	0	sahul_extended
rosettaproject_doo_swadesh-1	doo	Dongo	transcription	223	188	30	0	12	3	1	2	0	0	extended_worldwide
rosettaproject_dox_swadesh-1	dox	Bussa	transcription	95	92	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_doz_swadesh-1	doz	Dorze	transcription	97	94	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_drl_swadesh-1	drl	Darling	transcription	370	295	47	2	17	4	3	2	3	1	sahul_extended
rosettaproject_drr_swadesh-1	drr	Dororo	transcription	18	15	3	1	0	0	0	0	0	0	core_swadesh
rosettaproject_dru_swadesh-1	dru	Rukai	transcription	183	178	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_dsh_swadesh-1	dsh	Daasanach	transcription	176	169	6	0	0	0	0	0	2	1	core_swadesh
rosettaproject_dsq_swadesh-1	dsq	Tadaksahak	transcription	175	174	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_duc_swadesh-1	duc	Duna	transcription	135	128	6	2	2	0	0	0	1	0	sahul_extended
rosettaproject_duj_swadesh-1	duj	Dhuwal	transcription	551	431	57	5	17	6	4	2	5	1	sahul_extended
rosettaproject_duk_swadesh-1	duk	Duduela	transcription	356	280	43	4	13	4	3	2	3	1	sahul_extended
rosettaproject_duv_swadesh-1	duv	Duvle	transcription	388	334	32	3	10	1	0	2	2	1	sahul_extended
rosettaproject_dyo_swadesh-1	dyo	Jola-Fonyi	transcription	368	285	32	1	10	6	3	0	1	0	extended_worldwide
rosettaproject_dyy_swadesh-1	dyy	Dyaabugay	transcription	329	261	46	5	15	4	4	2	0	0	sahul_extended
rosettaproject_dzg_swadesh-1	dzg	Dazaga	transcription	325	264	47	2	17	5	4	1	0	0	sahul_extended
rosettaproject_eip_swadesh-1	eip	Eipomek	transcription	326	271	38	2	12	3	4	2	0	0	sahul_extended
rosettaproject_eit_swadesh-1	eit	Eitiep	transcription	20	20	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_eiv_swadesh-1	eiv	Askopan	transcription	149	126	23	0	6	4	3	0	4	1	extended_worldwide
rosettaproject_ekg_swadesh-1	ekg	Ekari	transcription	1230	949	62	3	17	6	4	2	6	1	sahul_extended
rosettaproject_ele_swadesh-1	ele	Elepi	transcription	175	147	21	2	5	3	2	1	3	1	sahul_extended
rosettaproject_eli_swadesh-1	eli	Nding	transcription	199	188	10	0	2	2	0	0	0	0	lightly_extended
rosettaproject_elk_swadesh-1	elk	Elkei	transcription	67	64	3	0	1	0	0	0	1	0	core_swadesh
rosettaproject_ell_swadesh-1	ell	Greek	transcription	207	206	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_ena_swadesh-1	ena	Apali	transcription	412	335	40	4	13	4	3	2	0	0	sahul_extended
rosettaproject_eng_swadesh-2	eng	rosettaproject_eng_swadesh-1	gloss-only	207	207	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_enq_swadesh-1	enq	Enga	transcription	723	611	29	3	6	4	3	0	5	1	sahul_extended
rosettaproject_enr_swadesh-1	enr	Emem	transcription	214	200	7	0	1	0	0	0	1	0	core_swadesh
rosettaproject_epo_swadesh-1	epo	Esperanto	transcription	211	210	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_eri_swadesh-1	eri	Ogea	transcription	382	290	44	4	13	4	3	2	3	1	sahul_extended
rosettaproject_ert_swadesh-1	ert	Eritai	transcription	250	212	26	1	9	0	2	2	0	0	extended_worldwide
rosettaproject_etr_swadesh-1	etr	Edolo	transcription	170	162	6	2	3	0	0	0	0	0	sahul_extended
rosettaproject_etz_swadesh-1	etz	Semimi	transcription	197	159	35	0	12	2	4	2	1	0	extended_worldwide
rosettaproject_eus_swadesh-1	eus	Basque	transcription	174	173	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_faa_swadesh-1	faa	Fasu	transcription	397	338	35	2	11	2	1	1	5	1	sahul_extended
rosettaproject_fad_swadesh-1	fad	Wagi	transcription	360	278	44	4	13	4	3	2	3	1	sahul_extended
rosettaproject_fag_swadesh-1	fag	Finongan	transcription	52	49	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_fai_swadesh-1	fai	Faiwol	transcription	119	104	9	1	3	2	0	0	0	0	extended_worldwide
rosettaproject_faj_swadesh-1	faj	Faita	transcription	321	260	37	4	11	4	3	0	0	0	sahul_extended
rosettaproject_fao_swadesh-1	fao	Faroese	transcription	60	59	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_fap_swadesh-1	fap	Palor	transcription	133	129	4	0	1	0	0	0	0	0	core_swadesh
rosettaproject_fau_swadesh-1	fau	Fayu	transcription	293	258	21	5	4	0	0	1	2	1	sahul_extended
rosettaproject_fgr_swadesh-1	fgr	Fongoro	transcription	50	50	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_fij_swadesh-1	fij	Fijian	transcription	184	179	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_fin_swadesh-1	fin	Finnish	transcription	210	208	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_flh_swadesh-1	flh	Foau	transcription	42	41	1	0	1	0	0	0	0	0	core_swadesh
rosettaproject_foi_swadesh-1	foi	Foi	transcription	621	516	49	4	13	6	4	0	7	1	sahul_extended
rosettaproject_for_swadesh-1	for	Fore	transcription	232	196	27	2	6	4	4	0	4	1	sahul_extended
rosettaproject_fqs_swadesh-1	fqs	Fas	transcription	322	273	30	3	5	4	3	0	5	1	sahul_extended
rosettaproject_fra_swadesh-3	fra	French	transcription	247	245	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_fuc_swadesh-1	fuc	Pulaar	transcription	164	163	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_fuj_swadesh-1	fuj	Ko	transcription	298	275	15	0	4	2	0	0	2	1	extended_worldwide
rosettaproject_fuv_swadesh-1	fuv	Fulfulde, Nigerian	transcription	133	98	28	1	10	6	3	0	0	0	extended_worldwide
rosettaproject_fuy_swadesh-1	fuy	Fuyug	transcription	596	450	48	2	17	5	4	0	4	1	sahul_extended
rosettaproject_fvr_swadesh-1	fvr	Fur	transcription	478	406	44	2	14	6	3	2	0	0	sahul_extended
rosettaproject_gaf_swadesh-1	gaf	Gende	transcription	351	291	31	3	7	4	4	0	4	1	sahul_extended
rosettaproject_gag_swadesh-1	gag	Gagauz	transcription	200	199	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_gah_swadesh-1	gah	Alekano	transcription	389	307	32	2	10	4	3	0	4	1	sahul_extended
rosettaproject_gai_swadesh-1	gai	Mbore	transcription	101	84	15	1	1	1	3	0	2	1	lightly_extended
rosettaproject_gao_swadesh-1	gao	Gants	transcription	7	6	1	0	0	0	0	0	0	0	stub
rosettaproject_gap_swadesh-1	gap	Gal	transcription	350	274	43	4	12	4	3	2	3	1	sahul_extended
rosettaproject_gaw_swadesh-1	gaw	Nobonob	transcription	327	249	44	4	13	4	3	2	3	1	sahul_extended
rosettaproject_gax_swadesh-1	gax	Oromo, Borana-Arsi-Guji	transcription	97	94	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_gaz_swadesh-1	gaz	Oromo, West Central	transcription	115	112	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_gbb_swadesh-1	gbb	Kaytetye	transcription	100	83	17	1	8	0	1	0	4	1	lightly_extended
rosettaproject_gbc_swadesh-1	gbc	Garawa	transcription	263	220	32	5	5	6	4	1	6	1	sahul_extended
rosettaproject_gbd_swadesh-1	gbd	Karadjeri	transcription	108	86	15	2	0	3	1	0	6	1	sahul_extended
rosettaproject_gbe_swadesh-1	gbe	Niksek	transcription	310	260	25	3	5	4	3	0	4	1	sahul_extended
rosettaproject_gbi_swadesh-1	gbi	Galela	transcription	755	610	54	2	16	6	4	1	2	1	sahul_extended
rosettaproject_gbp_swadesh-1	gbp	Gbaya-Bossangoa	transcription	292	250	31	0	9	5	3	2	0	0	extended_worldwide
rosettaproject_gbu_swadesh-1	gbu	Gagadu	transcription	514	391	52	5	16	6	3	2	3	1	sahul_extended
rosettaproject_gcn_swadesh-1	gcn	Gaina	transcription	14	14	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_gdb_swadesh-1	gdb	Gadaba, Pottangi Ollar	transcription	74	71	3	0	0	0	0	0	2	1	core_swadesh
rosettaproject_gdh_swadesh-1	gdh	Gadjerawang	transcription	16	14	2	1	0	0	0	0	0	0	core_swadesh
rosettaproject_gdl_swadesh-1	gdl	Dirasha	transcription	96	93	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_gdn_swadesh-1	gdn	Umanakaina	transcription	91	85	3	0	1	1	0	0	0	0	core_swadesh
rosettaproject_gdr_swadesh-1	gdr	Wipi	transcription	1232	1112	54	3	16	5	4	1	5	1	sahul_extended
rosettaproject_geb_swadesh-1	geb	Kire	transcription	447	352	51	5	17	2	4	1	4	1	sahul_extended
rosettaproject_gez_swadesh-1	gez	Geez	transcription	110	104	5	0	1	0	1	0	0	0	core_swadesh
rosettaproject_gft_swadesh-1	gft	Gafat	transcription	88	85	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_ggd_swadesh-1	ggd	Gugadj	transcription	94	67	9	1	0	1	0	0	6	1	core_swadesh
rosettaproject_gge_swadesh-1	gge	Guragone	transcription	272	200	51	5	15	6	3	1	6	1	sahul_extended
rosettaproject_ggk_swadesh-1	ggk	Kungarakany	transcription	253	186	41	5	12	6	4	1	3	1	sahul_extended
rosettaproject_ggl_swadesh-1	ggl	Ganglau	transcription	358	276	43	4	12	4	3	2	3	1	sahul_extended
rosettaproject_ggw_swadesh-1	ggw	Gogodala	transcription	768	606	57	3	17	6	3	2	5	1	sahul_extended
rosettaproject_ghs_swadesh-1	ghs	Guhu-Samane	transcription	63	50	13	0	0	1	3	0	5	1	lightly_extended
rosettaproject_gia_swadesh-1	gia	Kitja	transcription	28	22	3	2	0	0	0	0	0	0	sahul_extended
rosettaproject_gil_swadesh-1	gil	Kiribati	transcription	183	178	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_gim_swadesh-1	gim	Gimi	transcription	171	141	25	2	5	4	3	0	4	1	sahul_extended
rosettaproject_gin_swadesh-1	gin	Hinukh	transcription	111	110	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_gla_swadesh-1	gla	Gaelic, Scottish	transcription	263	260	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_gle_swadesh-1	gle	Gaelic, Irish	transcription	211	210	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_glg_swadesh-1	glg	Galician	transcription	212	211	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_gli_swadesh-1	gli	Guliguli	transcription	41	32	7	1	1	0	0	0	1	0	core_swadesh
rosettaproject_gly_swadesh-1	gly	Gule	transcription	127	116	11	0	0	2	0	0	1	0	lightly_extended
rosettaproject_gma_swadesh-1	gma	Gambera	transcription	19	16	3	2	0	0	0	0	0	0	sahul_extended
rosettaproject_gmu_swadesh-1	gmu	Gumalu	transcription	372	287	44	4	13	4	3	2	3	1	sahul_extended
rosettaproject_gni_swadesh-1	gni	Gooniyandi	transcription	253	194	47	4	16	5	3	2	6	1	sahul_extended
rosettaproject_gnl_swadesh-1	gnl	Gangulu	transcription	260	212	30	3	8	4	3	0	3	1	sahul_extended
rosettaproject_gnn_swadesh-1	gnn	Gumatj	transcription	235	179	49	4	15	6	3	2	6	1	sahul_extended
rosettaproject_gno_swadesh-1	gno	Gondi, Northern	transcription	82	80	2	0	0	0	0	0	1	0	core_swadesh
rosettaproject_gnr_swadesh-1	gnr	Gureng Gureng	transcription	425	340	39	3	10	6	3	2	3	1	sahul_extended
rosettaproject_gnu_swadesh-1	gnu	Gnau	transcription	1	1	0	0	0	0	0	0	0	0	stub
rosettaproject_goi_swadesh-1	goi	Gobasi	transcription	617	590	9	2	2	2	0	0	1	0	sahul_extended
rosettaproject_gol_swadesh-1	gol	Gola	transcription	79	58	17	1	10	5	0	0	0	0	extended_worldwide
rosettaproject_gor_swadesh-1	gor	Gorontalo	transcription	363	353	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_gow_swadesh-1	gow	Gorowa	transcription	104	88	14	0	5	2	3	0	0	0	extended_worldwide
rosettaproject_gpn_swadesh-1	gpn	Taiap	transcription	272	208	35	5	13	3	4	2	0	0	sahul_extended
rosettaproject_gsn_swadesh-1	gsn	Gusan	transcription	53	50	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_gsp_swadesh-1	gsp	Wasembo	transcription	350	297	30	2	5	4	3	0	6	1	sahul_extended
rosettaproject_guf_swadesh-1	guf	Gupapuyngu	transcription	487	370	52	5	15	6	3	2	6	1	sahul_extended
rosettaproject_guj_swadesh-1	guj	Gujarati	transcription	71	70	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_guk_swadesh-1	guk	Gumuz	transcription	875	846	7	0	0	2	0	0	2	1	lightly_extended
rosettaproject_gup_swadesh-1	gup	Gunwinggu	transcription	439	344	52	5	15	6	4	2	5	1	sahul_extended
rosettaproject_guz_swadesh-1	guz	Ekegusii	transcription	79	79	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_gvf_swadesh-1	gvf	Golin	transcription	39	36	3	1	0	1	0	0	0	0	core_swadesh
rosettaproject_gvn_swadesh-1	gvn	Kuku-Yalanji	transcription	119	95	15	5	1	2	3	0	4	1	sahul_extended
rosettaproject_gvr_swadesh-1	gvr	Gurung, Western	transcription	113	113	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_gwd_swadesh-1	gwd	Gawwada	transcription	460	417	30	0	12	4	3	2	0	0	extended_worldwide
rosettaproject_gwu_swadesh-1	gwu	Guwamu	transcription	84	74	10	2	6	0	0	0	1	0	sahul_extended
rosettaproject_gww_swadesh-1	gww	Kwini	transcription	18	15	3	2	0	0	0	0	0	0	sahul_extended
rosettaproject_gyb_swadesh-1	gyb	Garus	transcription	373	293	43	4	13	4	3	2	3	1	sahul_extended
rosettaproject_gyy_swadesh-1	gyy	Gunya	transcription	276	202	46	2	16	5	3	2	4	1	sahul_extended
rosettaproject_gza_swadesh-1	gza	Ganza	transcription	97	94	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_had_swadesh-1	had	Hatam	transcription	581	488	48	2	16	3	4	2	3	1	sahul_extended
rosettaproject_hae_swadesh-1	hae	Oromo, Eastern	transcription	98	95	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_ham_swadesh-1	ham	Hewa	transcription	260	196	31	3	7	5	4	1	5	1	sahul_extended
rosettaproject_har_swadesh-1	har	Harari	transcription	248	245	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_hat_swadesh-1	hat	Haitian	transcription	208	198	7	0	2	0	0	0	0	0	core_swadesh
rosettaproject_hbn_swadesh-1	hbn	Heiban	transcription	447	414	19	0	6	2	0	0	3	1	extended_worldwide
rosettaproject_hbo_swadesh-1	hbo	Hebrew, Ancient	transcription	141	115	18	0	7	2	2	0	0	0	extended_worldwide
rosettaproject_hdy_swadesh-1	hdy	Hadiyya	transcription	141	131	7	0	0	2	0	0	0	0	lightly_extended
rosettaproject_hih_swadesh-1	hih	Pamosu	transcription	348	275	38	4	12	4	3	2	0	0	sahul_extended
rosettaproject_hil_swadesh-1	hil	Hiligaynon	transcription	210	208	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_hin_swadesh-2	hin	Hindi	transcription	125	125	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_hmt_swadesh-1	hmt	Hamtai	transcription	120	113	7	1	2	0	0	0	1	0	core_swadesh
rosettaproject_hts_swadesh-1	hts	Hadza	transcription	262	230	22	1	8	2	0	0	0	0	extended_worldwide
rosettaproject_huf_swadesh-1	huf	Humene	transcription	440	370	36	2	14	5	4	0	1	0	sahul_extended
rosettaproject_hui_swadesh-1	hui	Huli	transcription	469	374	46	4	13	6	4	0	5	1	sahul_extended
rosettaproject_hun_swadesh-1	hun	Hungarian	transcription	221	220	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_hun_swadesh-2	hun	rosettaproject_hun_swadesh-1	translation	202	202	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_huz_swadesh-1	huz	Hunzib	transcription	114	113	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_hye_swadesh-1	hye	Armenian	transcription	81	81	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_ian_swadesh-1	ian	Iatmul	transcription	509	432	38	3	12	4	4	0	4	1	sahul_extended
rosettaproject_iar_swadesh-1	iar	Purari	transcription	483	386	54	3	17	6	3	1	5	1	sahul_extended
rosettaproject_ibd_swadesh-1	ibd	Iwaidja	transcription	342	266	49	5	14	6	4	2	3	1	sahul_extended
rosettaproject_ibu_swadesh-1	ibu	Ibu	transcription	25	21	4	0	0	2	0	0	0	0	lightly_extended
rosettaproject_idi_swadesh-1	idi	Idi	transcription	80	62	16	3	7	0	0	0	0	0	sahul_extended
rosettaproject_ihp_swadesh-1	ihp	Iha	transcription	767	610	53	3	16	3	4	2	3	1	sahul_extended
rosettaproject_ikx_swadesh-1	ikx	Ik	transcription	110	106	4	0	1	0	0	0	2	1	core_swadesh
rosettaproject_imi_swadesh-1	imi	Anamgura	transcription	388	312	40	4	13	3	3	2	0	0	sahul_extended
rosettaproject_imn_swadesh-1	imn	Imonda	transcription	315	266	30	2	6	4	3	0	0	0	sahul_extended
rosettaproject_imo_swadesh-1	imo	Imbongu	transcription	132	114	12	2	1	3	0	0	0	0	sahul_extended
rosettaproject_iou_swadesh-1	iou	Tuma-Irumu	transcription	50	48	2	0	1	1	0	0	0	0	core_swadesh
rosettaproject_ipo_swadesh-1	ipo	Ipiko	transcription	252	221	26	3	9	2	0	0	5	1	sahul_extended
rosettaproject_irh_swadesh-1	irh	Irarutu	transcription	177	172	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_irk_swadesh-1	irk	Iraqw	transcription	454	385	37	0	15	5	3	2	0	0	extended_worldwide
rosettaproject_irx_swadesh-1	irx	Kamberau	transcription	218	169	38	2	12	1	4	2	0	0	sahul_extended
rosettaproject_isa_swadesh-1	isa	Isabi	transcription	274	215	34	4	10	4	3	0	0	0	sahul_extended
rosettaproject_isd_swadesh-1	isd	Isnag	transcription	184	179	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_isl_swadesh-1	isl	Icelandic	transcription	177	176	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_ita_swadesh-1	ita	Italian	transcription	281	277	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_itr_swadesh-1	itr	Iteri	transcription	122	100	16	3	8	2	1	0	0	0	sahul_extended
rosettaproject_itx_swadesh-1	itx	Itik	transcription	335	263	34	2	15	5	3	0	0	0	sahul_extended
rosettaproject_iwm_swadesh-1	iwm	Iwam	transcription	160	136	17	2	3	0	0	2	4	1	sahul_extended
rosettaproject_jac_swadesh-1	jac	Jakalteko	transcription	143	143	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_jae_swadesh-1	jae	Yabem	transcription	182	177	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_jao_swadesh-1	jao	Yanyuwa	transcription	398	310	52	5	15	6	3	2	6	1	sahul_extended
rosettaproject_jaq_swadesh-1	jaq	Yaqay	transcription	335	262	44	3	14	6	3	2	0	0	sahul_extended
rosettaproject_jav_swadesh-1	jav	Javanese	transcription	201	196	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_jay_swadesh-1	jay	Yan-nhangu	transcription	264	202	52	5	15	6	3	2	6	1	sahul_extended
rosettaproject_jbj_swadesh-1	jbj	Arandai	transcription	556	473	32	3	8	3	2	1	2	1	sahul_extended
rosettaproject_jbn_swadesh-1	jbn	Nafusi	transcription	99	80	16	0	6	1	2	1	0	0	extended_worldwide
rosettaproject_jeh_swadesh-1	jeh	Jeh	transcription	90	89	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_jei_swadesh-1	jei	Yei	transcription	346	275	43	0	15	6	3	2	0	0	extended_worldwide
rosettaproject_jel_swadesh-1	jel	Yelmek	transcription	503	379	56	5	17	6	4	2	0	0	sahul_extended
rosettaproject_jet_swadesh-1	jet	Manem	transcription	664	564	40	4	12	0	4	2	3	1	sahul_extended
rosettaproject_jig_swadesh-1	jig	Djingili	transcription	391	283	51	4	14	6	4	2	6	1	sahul_extended
rosettaproject_jil_swadesh-1	jil	Jilim	transcription	343	262	43	4	13	4	3	2	3	1	sahul_extended
rosettaproject_jko_swadesh-1	jko	Kubo	transcription	247	235	8	2	2	2	0	0	1	0	sahul_extended
rosettaproject_jle_swadesh-1	jle	Ngile	transcription	199	189	10	0	2	2	0	0	0	0	lightly_extended
rosettaproject_jma_swadesh-1	jma	Dima	transcription	62	59	2	0	1	0	0	0	0	0	core_swadesh
rosettaproject_jmi_swadesh-1	jmi	Jimi	transcription	50	44	3	0	1	0	0	0	0	0	core_swadesh
rosettaproject_jng_swadesh-1	jng	Yangman	transcription	240	183	47	5	15	6	4	2	0	0	sahul_extended
rosettaproject_jnj_swadesh-1	jnj	Yemsa	transcription	97	94	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_jpn_swadesh-1	jpn	Japanese	transcription	78	78	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_jum_swadesh-1	jum	Jumjum	transcription	96	94	2	0	0	0	0	0	0	0	core_swadesh
rosettaproject_jun_swadesh-1	jun	Juang	transcription	90	89	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_kab_swadesh-1	kab	Kabyle	transcription	147	147	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_kan_swadesh-1	kan	Kannada	transcription	103	100	3	0	0	0	0	0	2	1	core_swadesh
rosettaproject_kap_swadesh-1	kap	Bezhta	transcription	117	116	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_kbd_swadesh-1	kbd	Kabardian	transcription	113	112	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_kbe_swadesh-1	kbe	Kanju	transcription	94	84	8	2	1	1	1	0	2	1	sahul_extended
rosettaproject_kbk_swadesh-1	kbk	Koiari, Grass	transcription	240	196	20	1	11	1	0	0	0	0	lightly_extended
rosettaproject_kbl_swadesh-1	kbl	Kanembu	transcription	120	109	11	0	3	1	0	0	0	0	lightly_extended
rosettaproject_kbq_swadesh-1	kbq	Kamano	transcription	307	239	36	3	12	6	3	0	4	1	sahul_extended
